Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT
 14     25  PGM-LS  ManEst      1       3          D2A       48.78    355.00
 14     26  PGM-LS  ManEst      1       3          D2B       50.24    535.00
 14     27  PGM-LS  ManEst      1       3          D1A       46.89    355.00
 14     28  PGM-LS  ManEst      1       3          D1A       49.74    480.00
 14     29  PGM-LS  ManEst      1       3          D2B       50.71    525.00
 14     30  PGM-LS  ManEst      1       3          D1B       48.83    600.00
 14     31  PGM-LS  ManEst      1       3          D1B       49.05    340.00
 14     32  PGM-LS  ManEst      1       3          D2A       50.30    305.00
 14     33  PGM-LS  ManEst      2       3          D2B       49.01    660.00
 14     34  PGM-LS  ManEst      2       3          D1A       51.56    445.00
 14     35  PGM-LS  ManEst      2       3          D2B       52.90    375.00
 14     36  PGM-LS  ManEst      2       4          D1A       50.78    385.00
 14     37  PGM-LS  ManEst      2       4          D2B       51.98    790.00
 14     38  PGM-LS  ManEst      2       4          D2B       48.43    330.00
 14     39  PGM-LS  ManEst      2       4          D2B       55.68    425.00
 14     40  PGM-LS  ManEst      2       4          D2B       51.84    340.00
 14     41  PGM-LS  ManEst      2       4          D2A       51.73    295.00
 14     42  PGM-LS  ManEst      2       4          D2A       49.69    400.00
 14     43  PGM-LS  ManEst      2       6          D2A       55.89    475.00
 14     44  PGM-LS  ManEst      2       8          D2A       54.28    340.00
 14     45  PGM-LS  ManEst      2       8          D1B       56.31    515.00
 14     46  PGM-LS  ManEst      2       8          D1A       56.05    460.00
 14     47  PGM-LS  ManEst      2       8          D2B       55.64    380.00
 14     48  PGM-LS  ManEst      2       8          D1B       53.73    495.00
 14     49  PGM-LS  ManEst      2       8          D1B       56.89    340.00
 14     50  PGM-LS  ManEst      2       8          D2A       56.66    295.00
 14     51  PGM-LS  ManEst      2       8          D1B       50.24    375.00
 14     52  PGM-LS  ManEst      2       8          D1B       54.76    280.00
 14     53  PGM-LS  ManEst      2       8          D1A       56.51    255.00
 14     54  PGM-LS  ManEst      2       8          D1B       54.03    280.00
 14     55  PGM-LS  ManEst      2       8          D1A       52.32    340.00
 14     56  PGM-LS  ManEst      2       8          D2A       51.88    420.00
 14     57  PGM-LS  ManEst      2       8          D1A       56.49    305.00
 14     58  PGM-LS  ManEst      2       8          D2A       52.39    465.00
 14     59  PGM-LS  ManEst      2       8          D2B       54.44    385.00
 14     60  PGM-LS  ManEst      2       8          D1B       61.64    335.00
 14     61  PGM-LS  ManEst      2       8          D2A       58.37    360.00
 14     62  PGM-LS  ManEst      2       8          D1A       55.42    410.00
 14     63  PGM-LS  ManEst      2       9          D1A       56.67    430.00
 14     64  PGM-LS  ManEst      2       9          D1B       52.34    330.00
 14     65  PGM-LS  ManEst      3       9          D2A       48.68    700.00
 14     66  PGM-LS  ManEst      3       9          D1B       55.11    450.00
 14     67  PGM-LS  ManEst      3       9          D1B       55.35    350.00
 14     68  PGM-LS  ManEst      3       9          D1A       60.11    300.00
 14     69  PGM-LS  ManEst      3       9          D2B       58.06    345.00
 14     70  PGM-LS  ManEst      3       9          D1B       54.61    265.00
 14     71  PGM-LS  ManEst      3       9          D1A       50.49    380.00
 14     72  PGM-LS  ManEst      3       9          D2B       52.83    365.00
 14     73  PGM-LS  ManEst      3       9          D2A       54.30    390.00
 14     74  PGM-LS  ManEst      3       9          D2B       51.54    435.00
 14     75  PGM-LS  ManEst      3       9          D2B       53.40    350.00
 14     76  PGM-LS  ManEst      3       9          D1B       56.79    355.00
 14     77  PGM-LS  ManEst      3       9          D1B       55.37    360.00
 14     78  PGM-LS  ManEst      3       9          D1B       52.91    325.00
 14     79  PGM-LS  ManEst      3       9          D1A       55.98    230.00
 14     80  PGM-LS  ManEst      3       9          D2A       53.50    325.00
 14     81  PGM-LS  ManEst      3       9          D1A       55.24    245.00
 14     82  PGM-LS  ManEst      3       9          D2A       55.78    475.00
 14     83  PGM-LS  ManEst      3       9          D1A       55.06    265.00
 14     84  PGM-LS  ManEst      3       9          D2A       54.17    465.00
 14     85  PGM-LS  ManEst      3       9          D1A       54.68    260.00
 14     86  PGM-LS  ManEst      3       9          D1B       51.17    475.00
 14     87  PGM-LS  ManEst      3       9          D1A       52.94    455.00
 14     88  PGM-LS  ManEst      3       9          D2B       52.93    455.00
 14     89  PGM-LS  ManEst      3       9          D1B       51.73    460.00
 14     90  PGM-LS  ManEst      3       9          D2B       49.58    430.00
 14     91  PGM-LS  ManEst      3       9          D2A       52.00    340.00
 14     92  PGM-LS  ManEst      3       9          D1A       51.80    385.00
 14     93  PGM-LS  ManEst      3       9          D2B       51.82    345.00
 14     94  PGM-LS  ManEst      3       9          D2A       54.97    360.00
 14     95  PGM-LS  ManEst      3       9          D2A       54.97    335.00
 14     96  PGM-LS  ManEst      3       9          D2B       58.65    435.00
 14     97  PGM-LS  ManEst      4       9          D2B       50.73    340.00
 14     98  PGM-LS  ManEst      4       9          D1B       52.71    330.00
 14     99  PGM-LS  ManEst      4       9          D2A       57.13    260.00
 14    100  PGM-LS  ManEst      4       9          D2A       52.36    280.00
 14    101  PGM-LS  ManEst      4       9          D1A       50.70    380.00
 14    102  PGM-LS  ManEst      4       9          D2B       49.29    270.00
 14    103  PGM-LS  ManEst      4       9          D1A       53.59    250.00
 14    104  PGM-LS  ManEst      4       9          D1A       52.12    275.00
 14    105  PGM-LS  ManEst      4       9          D2A       49.62    315.00
 14    106  PGM-LS  ManEst      4       9          D1A       53.59    275.00
 14    107  PGM-LS  ManEst      4       9          D2A       51.72    265.00
 14    108  PGM-LS  ManEst      4       9          D2A       55.57    300.00
 14    109  PGM-LS  ManEst      4       9          D1B       53.95    370.00
 14    110  PGM-LS  ManEst      4      10          D2A       50.98    470.00
 14    111  PGM-LS  ManEst      4      10          D2A       51.70    310.00
 14    112  PGM-LS  ManEst      4      10          D1B       50.44    335.00
 14    113  PGM-LS  ManEst      4      10          D2A       52.80    245.00
 14    114  PGM-LS  ManEst      4      10          D1B       52.05    380.00
 14    115  PGM-LS  ManEst      4      10          D2B       49.43    360.00
 14    116  PGM-LS  ManEst      4      10          D1A       50.69    215.00
 14    117  PGM-LS  ManEst      4      10          D1B       50.16    430.00
 14    118  PGM-LS  ManEst      4      10          D2B       52.47    320.00
 14    119  PGM-LS  ManEst      4      10          D1B       53.44    230.00
 14    120  PGM-LS  ManEst      4      10          D2B       51.33    295.00
 14    121  PGM-LS  ManEst      4      10          D1A       53.38    415.00
 14    122  PGM-LS  ManEst      4      10          D1A       53.88    355.00
 14    123  PGM-LS  ManEst      4      10          D1A       53.58    330.00
 14    124  PGM-LS  ManEst      4      10          D1B       53.28    325.00
 14    125  PGM-LS  ManEst      4      10          D2B       53.72    465.00
 14    126  PGM-LS  ManEst      4      10          D2B       51.92    385.00
 14    127  PGM-LS  ManEst      4      10          D1B       53.95    260.00
 14    128  PGM-LS  ManEst      4      10          D2B       50.74    290.00
