Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst    ManEstTime    G12FGAp        RT       MT    GGManEst    GGManEstTime      GGRT
 13     32  PMG-SL  ManEst      1       1          D1A       50.62       1615.66      56.47    500.00  1115.66       51.39         1020.00    545.00
 13     33  PMG-SL  ManEst      2       1          D1A       63.56       1301.21      54.21    525.00   776.21       64.40         1100.00    585.00
 13     34  PMG-SL  ManEst      2       1          D1B       54.15       1115.35      57.41    360.00   755.35       55.01         1005.00    350.00
 13     35  PMG-SL  ManEst      2       1          D1B       57.25       1350.15      57.03    475.00   875.15       53.88          895.00    500.00
 13     36  PMG-SL  ManEst      2       1          D1B       57.98       1161.18      56.51    380.00   781.18       59.25          855.00    400.00
 13     37  PMG-SL  ManEst      2       1          D1B       57.48       1178.54      56.74    375.00   803.54       59.45          835.00    365.00
 13     38  PMG-SL  ManEst      2       1          D2B       56.86       1259.03      57.75    345.00   914.03       59.35          760.00    365.00
 13     39  PMG-SL  ManEst      2       1          D1A       55.33       1279.33      56.96    405.00   874.33       56.72          910.00    470.00
 13     40  PMG-SL  ManEst      2       1          D2B       57.37       1176.34      56.46    315.00   861.34       57.63          875.00    380.00
 13     41  PMG-SL  ManEst      2       1          D2A       58.90       1434.17      58.70    500.00   934.17       55.37          925.00    500.00
 13     42  PMG-SL  ManEst      2       1          D2B       57.29       1449.13      57.25    545.00   904.13       53.74          905.00    590.00
 13     43  PMG-SL  ManEst      2       1          D2B       54.51       1238.41      56.94    355.00   883.41       47.60          640.00    365.00
 13     44  PMG-SL  ManEst      2       1          D2B       56.43       1330.18      58.80    375.00   955.18       57.18          890.00    395.00
 13     45  PMG-SL  ManEst      2       1          D1B       57.17       1421.11      59.28    390.00  1031.11       51.00          785.00    420.00
 13     46  PMG-SL  ManEst      2       1          D2A       56.98       1573.05      60.19    705.00   868.05       58.83         1255.00    740.00
 13     47  PMG-SL  ManEst      2       1          D1A       57.20       1207.33      60.18    315.00   892.33       56.59          890.00    345.00
 13     48  PMG-SL  ManEst      2       1          D2B       53.99       1173.34      59.05    320.00   853.34       53.38          705.00    365.00
 13     49  PMG-SL  ManEst      2       1          D1A       56.00       1305.34      58.91    425.00   880.34       57.45          980.00    470.00
 13     50  PMG-SL  ManEst      2       1          D2B       55.03       1322.26      57.76    470.00   852.26       55.87         1120.00    480.00
 13     51  PMG-SL  ManEst      2       1          D1A       54.75       1232.17      58.65    405.00   827.17       51.63          785.00    445.00
 13     52  PMG-SL  ManEst      2       1          D1B       55.93       1401.11      59.50    540.00   861.11       51.81          845.00    575.00
 13     53  PMG-SL  ManEst      2       1          D2A       57.82       1385.16      62.43    430.00   955.16       52.21          835.00    455.00
 13     54  PMG-SL  ManEst      2       1          D1B       54.60       1454.14      58.49    395.00  1059.14       49.91          670.00    425.00
 13     55  PMG-SL  ManEst      2       1          D2A       54.21       1428.15      60.21    515.00   913.15       55.63         1005.00    540.00
 13     56  PMG-SL  ManEst      2       1          D1A       56.75       1467.89      59.85    460.00  1007.89       52.37          930.00    465.00
 13     57  PMG-SL  ManEst      2       1          D1B       56.78       1353.37      58.86    440.00   913.37       53.68          800.00    470.00
 13     58  PMG-SL  ManEst      2       1          D1A       56.50       1449.08      60.90    420.00  1029.08       52.54          845.00    445.00
 13     59  PMG-SL  ManEst      2       1          D2A       53.57       1330.28      60.89    465.00   865.28       50.22          810.00    480.00
 13     60  PMG-SL  ManEst      2       1          D2A       53.52       1433.05      63.19    465.00   968.05       52.61         1025.00    475.00
 13     61  PMG-SL  ManEst      2       1          D2A       55.47       1550.09      61.24    625.00   925.09       53.76         1115.00    660.00
 13     62  PMG-SL  ManEst      2       1          D1A       57.00       1498.07      60.87    555.00   943.07       52.51          955.00    595.00
 13     63  PMG-SL  ManEst      2       1          D2B       55.56       1428.21      59.83    325.00  1103.21       54.36          805.00    345.00
 13     64  PMG-SL  ManEst      2       1          D2A       58.27       1531.01      61.04    425.00  1106.01       57.28         1105.00    530.00
 13     65  PMG-SL  ManEst      3       1          D1A       59.79       1496.17      60.43    645.00   851.17       61.29         1285.00    655.00
 13     66  PMG-SL  ManEst      3       1          D1A       56.96       1173.27      59.11    315.00   858.27       55.48          835.00    315.00
 13     67  PMG-SL  ManEst      3       1          D2A       56.01       1313.20      61.30    365.00   948.20       55.29          840.00    375.00
 13     68  PMG-SL  ManEst      3       1          D1B       57.52       1411.13      60.16    515.00   896.13       52.97          905.00    505.00
 13     69  PMG-SL  ManEst      3       1          D2A       57.46       1253.21      58.54    315.00   938.21       60.28          840.00    335.00
 13     70  PMG-SL  ManEst      3       1          D2A       57.25       1363.73      61.28    340.00  1023.73       54.81          805.00    375.00
 13     71  PMG-SL  ManEst      3       1          D1A       54.80       1427.13      60.84    305.00  1122.13       54.40          915.00    330.00
 13     72  PMG-SL  ManEst      3       1          D2A       56.93       1378.28      61.62    360.00  1018.28       54.25          855.00    380.00
 13     73  PMG-SL  ManEst      3       1          D2B       54.40       1424.25      61.38    365.00  1059.25       51.43          875.00    465.00
 13     74  PMG-SL  ManEst      3       1          D2B       55.81       1333.96      61.72    360.00   973.96       56.31         1115.00    375.00
 13     75  PMG-SL  ManEst      3       1          D1B       55.05       1267.06      62.27    290.00   977.06       53.87          730.00    305.00
 13     76  PMG-SL  ManEst      3       1          D1A       53.95       1519.08      62.56    405.00  1114.08       53.98          890.00    425.00
 13     77  PMG-SL  ManEst      3       1          D2B       56.35       1419.94      59.73    335.00  1084.94       54.97          895.00    345.00
 13     78  PMG-SL  ManEst      3       1          D2A       57.60       1474.17      62.51    515.00   959.17       54.68          945.00    535.00
 13     79  PMG-SL  ManEst      3       1          D1B       56.56       1257.30      59.22    320.00   937.30       56.17          775.00    340.00
 13     80  PMG-SL  ManEst      3       1          D1B       54.56       1315.21      59.40    335.00   980.21       53.22          815.00    380.00
 13     81  PMG-SL  ManEst      3       1          D2A       56.96       1397.18      59.49    345.00  1052.18       54.46          850.00    350.00
 13     82  PMG-SL  ManEst      3       1          D1A       55.98       1413.19      60.04    425.00   988.19       53.45         1015.00    425.00
 13     83  PMG-SL  ManEst      3       1          D1A       55.52       1393.09      60.09    325.00  1068.09       52.80          725.00    340.00
 13     84  PMG-SL  ManEst      3       1          D2B       55.30       1423.12      60.22    460.00   963.12       53.70          900.00    495.00
 13     85  PMG-SL  ManEst      3       2          D2B       51.52       1259.33      61.35    430.00   829.33       49.92          815.00    460.00
 13     86  PMG-SL  ManEst      3       2          D1B       53.12       1478.40      61.20    410.00  1068.40       48.76          710.00    410.00
 13     87  PMG-SL  ManEst      3       2          D1A       53.55       1305.22      60.67    390.00   915.22       51.87          855.00    420.00
 13     88  PMG-SL  ManEst      3       2          D2A       57.56       1373.23      62.90    485.00   888.23       55.14          990.00    475.00
 13     89  PMG-SL  ManEst      3       2          D2B       55.86       1427.07      60.41    440.00   987.07       55.04          975.00    485.00
 13     90  PMG-SL  ManEst      3       2          D1B       54.41       1248.28      61.80    385.00   863.28       49.45          810.00    425.00
 13     91  PMG-SL  ManEst      3       2          D1B       53.03       1417.24      62.42    525.00   892.24       52.15          940.00    545.00
 13     92  PMG-SL  ManEst      3       2          D2B       54.24       1339.21      60.70    360.00   979.21       52.41          805.00    400.00
 13     93  PMG-SL  ManEst      3       2          D1B       55.30       1395.20      61.46    385.00  1010.20       53.76          930.00    460.00
 13     94  PMG-SL  ManEst      3       2          D2B       54.05       1426.97      59.63    510.00   916.97       53.14         1040.00    510.00
 13     95  PMG-SL  ManEst      3       2          D2A       56.65       1698.82      59.75    595.00  1103.82       52.10         1070.00    600.00
 13     96  PMG-SL  ManEst      3       2          D1A       54.00       1299.22      60.96    350.00   949.22       51.99          815.00    365.00
 13     97  PMG-SL  ManEst      4       2          D1B       59.37       1313.32      57.40    530.00   783.32       60.60         1190.00    535.00
 13     98  PMG-SL  ManEst      4       2          D1B       55.11       1099.41      59.43    295.00   804.41       56.35          775.00    325.00
