Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp     MaxApTime       G12FGAp        RT  TouchedAp  TouchedTime       GGRT
 14      4  PGM-LS   Grasp      1       0          D1B    82.48        820.00         60.19    410.00      78.29       915.00     435.00
 14      5  PGM-LS   Grasp      1       0          D1B    73.99        895.00         60.35    375.00      73.99       900.00     410.00
 14      6  PGM-LS   Grasp      1       0          D2B    79.85        720.00         60.11    330.00      79.21       755.00     310.00
 14      7  PGM-LS   Grasp      1       0          D1B    80.70        750.00         60.30    285.00      80.06       770.00     325.00
 14      8  PGM-LS   Grasp      1       0          D1B    77.82        760.00         59.73    345.00      73.53       865.00     380.00
 14      9  PGM-LS   Grasp      1       0          D2A    77.34        735.00         60.10    260.00      75.97       790.00     315.00
 14     10  PGM-LS   Grasp      1       0          D1B    79.10        770.00         59.07    285.00      78.33       805.00     285.00
 14     11  PGM-LS   Grasp      1       0          D2B    83.15        770.00         60.87    305.00      70.96       950.00     325.00
 14     12  PGM-LS   Grasp      1       0          D2B    79.18        775.00         60.21    350.00      75.34       930.00     350.00
 14     13  PGM-LS   Grasp      1       0          D2A    79.03        855.00         58.87    360.00      76.20       935.00     350.00
 14     14  PGM-LS   Grasp      1       0          D1B    72.37        840.00         58.73    405.00      66.73       940.00     420.00
 14     15  PGM-LS   Grasp      1       0          D2A    81.20        850.00         59.93    370.00      70.18      1015.00     385.00
 14     16  PGM-LS   Grasp      1       0          D2B    82.26        815.00         60.45    370.00      79.30       895.00     370.00
 14     17  PGM-LS   Grasp      1       0          D2B    84.98        700.00         60.12    300.00      81.18       760.00     290.00
 14     18  PGM-LS   Grasp      1       0          D1A    88.35        685.00         60.21    315.00      87.30       725.00     335.00
 14     19  PGM-LS   Grasp      1       0          D1A    81.14        700.00         59.38    280.00      80.45       725.00     295.00
 14     20  PGM-LS   Grasp      1       0          D1A    80.14        735.00         58.67    335.00      75.14       800.00     320.00
 14     21  PGM-LS   Grasp      1       0          D1A    74.72        745.00         58.35    295.00      72.87       845.00     310.00
 14     22  PGM-LS   Grasp      1       0          D1A    79.73        830.00         59.40    420.00      79.25       890.00     430.00
 14     23  PGM-LS   Grasp      1       0          D1B    80.10        745.00         59.35    370.00      68.03       920.00     400.00
 14     24  PGM-LS   Grasp      1       0          D2A    74.26        895.00         60.19    420.00      69.81      1005.00     475.00
 14     25  PGM-LS   Grasp      1       0          D2B    79.76        805.00         58.60    395.00      73.00       920.00     390.00
 14     26  PGM-LS   Grasp      1       0          D2B    78.55        850.00         60.17    455.00      76.49       905.00     455.00
 14     27  PGM-LS   Grasp      1       0          D2A    82.23        815.00         60.26    360.00      81.64       845.00     395.00
 14     28  PGM-LS   Grasp      1       0          D1A    75.91        830.00         59.65    380.00      72.83       925.00     435.00
 14     29  PGM-LS   Grasp      1       0          D1A    73.23        765.00         59.26    340.00      67.09       875.00     380.00
 14     30  PGM-LS   Grasp      1       0          D2A    75.73        765.00         59.69    310.00      72.19       855.00     345.00
 14     31  PGM-LS   Grasp      1       0          D2A    77.47        780.00         60.24    325.00      75.55       830.00     345.00
 14     32  PGM-LS   Grasp      1       0          D1A    74.06        940.00         59.06    475.00      71.73      1040.00     470.00
 14     33  PGM-LS   Grasp      2       0          D1A    76.93        950.00         58.43    470.00      74.17      1040.00     470.00
 14     34  PGM-LS   Grasp      2       0          D2B    78.76        880.00         59.73    435.00      77.57       940.00     455.00
 14     35  PGM-LS   Grasp      2       0          D1B    81.00        855.00         59.40    375.00      75.68       945.00     475.00
 14     36  PGM-LS   Grasp      2       0          D2B    78.37        725.00         59.42    250.00      78.37       725.00     255.00
 14     37  PGM-LS   Grasp      2       0          D2A    75.94        770.00         60.15    335.00      73.65       830.00     335.00
 14     38  PGM-LS   Grasp      2       0          D1A    82.59        675.00         58.66    315.00      76.62       785.00     330.00
 14     39  PGM-LS   Grasp      2       0          D2B    74.47        740.00         60.19    395.00      73.61       920.00     405.00
 14     40  PGM-LS   Grasp      2       0          D2A    74.18        895.00         60.34    415.00      72.51       965.00     410.00
 14     41  PGM-LS   Grasp      2       0          D2B    77.98        740.00         60.28    355.00      69.85       890.00     355.00
 14     42  PGM-LS   Grasp      2       0          D2A    77.96        795.00         59.85    360.00      76.66       850.00     345.00
 14     43  PGM-LS   Grasp      2       0          D2A    79.74        975.00         59.59    520.00      71.27      1135.00     520.00
 14     44  PGM-LS   Grasp      2       0          D2B    82.08        780.00         58.81    345.00      76.33       890.00     370.00
 14     45  PGM-LS   Grasp      2       0          D1B    83.82        840.00         58.53    435.00      70.53      1050.00     435.00
 14     46  PGM-LS   Grasp      2       0          D1A    79.39        795.00         58.98    325.00      77.66       860.00     380.00
 14     47  PGM-LS   Grasp      2       0          D1B    85.20        770.00         58.50    310.00      79.05       880.00     335.00
 14     48  PGM-LS   Grasp      2       0          D2B    79.83        865.00         59.00    405.00      76.77       970.00     430.00
 14     49  PGM-LS   Grasp      2       0          D2A    85.56        755.00         59.90    340.00      76.34       855.00     370.00
 14     50  PGM-LS   Grasp      2       0          D1B    80.80        865.00         58.24    440.00      79.58       940.00     465.00
 14     51  PGM-LS   Grasp      2       0          D1B    83.34        895.00         57.89    440.00      73.99      1055.00     415.00
 14     52  PGM-LS   Grasp      2       0          D1B    79.22        795.00         58.32    340.00      71.81       915.00     350.00
 14     53  PGM-LS   Grasp      2       0          D1A    82.64        775.00         58.04    350.00      78.51       840.00     350.00
 14     54  PGM-LS   Grasp      2       0          D1A    73.21        805.00         57.95    280.00      73.11       840.00     260.00
 14     55  PGM-LS   Grasp      2       0          D1B    75.98        925.00         57.98    355.00      71.70      1060.00     345.00
 14     56  PGM-LS   Grasp      2       0          D2A    81.31        810.00         59.27    330.00      78.74       875.00     310.00
 14     57  PGM-LS   Grasp      2       0          D1B    81.47        815.00         58.07    340.00      74.56      1005.00     335.00
 14     58  PGM-LS   Grasp      2       0          D2B    70.20        755.00         60.44    345.00      63.37       935.00     340.00
 14     59  PGM-LS   Grasp      2       0          D2A    79.56        875.00         59.46    460.00      72.35      1085.00     460.00
 14     60  PGM-LS   Grasp      2       0          D2A    75.98        850.00         58.84    335.00      75.06       890.00     405.00
 14     61  PGM-LS   Grasp      2       0          D1A    71.96       1035.00         59.18    550.00      65.53      1165.00     520.00
 14     62  PGM-LS   Grasp      2       0          D1A    75.28        830.00         58.96    355.00      72.26       925.00     325.00
 14     63  PGM-LS   Grasp      2       0          D1A    74.98        805.00         59.52    325.00      73.37       870.00     305.00
 14     64  PGM-LS   Grasp      2       0          D2B    80.99        775.00         58.62    265.00      71.12       935.00     265.00
 14     65  PGM-LS   Grasp      3       0          D1A    82.21        835.00         58.33    425.00      73.70       995.00     410.00
 14     66  PGM-LS   Grasp      3       0          D1A    80.42        800.00         57.86    370.00      69.36      1005.00     350.00
 14     67  PGM-LS   Grasp      3       0          D1B    78.84        755.00         57.84    280.00      71.49       905.00     280.00
 14     68  PGM-LS   Grasp      3       0          D2B    80.10        770.00         59.31    375.00      79.70       820.00     380.00
 14     69  PGM-LS   Grasp      3       0          D1A    82.24        765.00         57.29    335.00      80.81       815.00     330.00
 14     70  PGM-LS   Grasp      3       0          D1A    82.16        770.00         57.60    305.00      79.37       845.00     360.00
